hco_id,hco_name,class_of_trade,parent_hco_id,idn_id,gpo_id,is_340b,bed_count,address_line1,city,state,zip5,dea_number,hin,npi_org,level
SITE00250,Hospital Site 250,HOSPITAL,ORG0000,IDN000,GPO0,False,23.0,450 PRACTICE AVE,SYNTH CITY,WA,90350,AR6181620,H88106079,7216054727,SITE
SITE00251,Clinic Site 251,CLINIC,ORG0001,IDN001,GPO1,False,,451 PRACTICE AVE,SYNTH CITY,AZ,90357,PM2304215,H50106301,9264130730,SITE
SITE00252,Ltc Site 252,LTC,ORG0002,IDN002,GPO2,False,,452 PRACTICE AVE,SYNTH CITY,CO,90364,GB8258768,H19542796,0473770515,SITE
SITE00253,Mail Site 253,MAIL,ORG0003,IDN003,GPO3,False,,453 PRACTICE AVE,SYNTH CITY,TX,90371,GF8845666,H79814455,7424830918,SITE
SITE00254,Specialty Site 254,SPECIALTY,ORG0004,IDN004,GPO4,False,,454 PRACTICE AVE,SYNTH CITY,FL,90378,MP2321114,H50860805,4599259783,SITE
SITE00255,Covered Entity 340B Site 255,COVERED_ENTITY_340B,ORG0005,IDN005,GPO0,True,,455 PRACTICE AVE,SYNTH CITY,GA,90385,GB5896753,H44857075,9441878029,SITE
SITE00256,Retail Chain Site 256,RETAIL_CHAIN,ORG0006,IDN006,GPO1,False,,456 PRACTICE AVE,SYNTH CITY,NY,90392,RA5498825,H79093167,1089199925,SITE
SITE00257,Independent Site 257,INDEPENDENT,ORG0007,IDN007,GPO2,False,,457 PRACTICE AVE,SYNTH CITY,NJ,90399,MR9610201,H07558442,4159526845,SITE
SITE00258,Hospital Site 258,HOSPITAL,ORG0008,IDN008,GPO3,False,50.0,458 PRACTICE AVE,SYNTH CITY,MA,90406,MB9337021,H35137906,0587227824,SITE
SITE00259,Clinic Site 259,CLINIC,ORG0009,IDN009,GPO4,False,,459 PRACTICE AVE,SYNTH CITY,PA,90413,AG6498708,H73589506,6082853006,SITE
SITE00260,Ltc Site 260,LTC,ORG0010,IDN000,GPO0,False,,460 PRACTICE AVE,SYNTH CITY,IL,90420,PF8299169,H30840860,2090755887,SITE
SITE00261,Mail Site 261,MAIL,ORG0011,IDN001,GPO1,False,,461 PRACTICE AVE,SYNTH CITY,OH,90427,AA1650257,H39974875,4851906659,SITE
SITE00262,Specialty Site 262,SPECIALTY,ORG0012,IDN002,GPO2,False,,462 PRACTICE AVE,SYNTH CITY,MI,90434,AG8268953,H64677275,9689975131,SITE
SITE00263,Covered Entity 340B Site 263,COVERED_ENTITY_340B,ORG0013,IDN003,GPO3,True,,463 PRACTICE AVE,SYNTH CITY,MN,90441,GP5417402,H81450195,2147717823,SITE
SITE00264,Retail Chain Site 264,RETAIL_CHAIN,ORG0014,IDN004,GPO4,False,,464 PRACTICE AVE,SYNTH CITY,CA,90448,AR5732224,H18595351,8715521729,SITE
SITE00265,Independent Site 265,INDEPENDENT,ORG0015,IDN005,GPO0,False,,465 PRACTICE AVE,SYNTH CITY,OR,90455,GB6035461,H47318767,7750527492,SITE
SITE00266,Hospital Site 266,HOSPITAL,ORG0016,IDN006,GPO1,False,119.0,466 PRACTICE AVE,SYNTH CITY,WA,90462,GR4338714,H36077216,2979590207,SITE
SITE00267,Clinic Site 267,CLINIC,ORG0017,IDN007,GPO2,False,,467 PRACTICE AVE,SYNTH CITY,AZ,90469,MG2361562,H23523515,1122093895,SITE
SITE00268,Ltc Site 268,LTC,ORG0018,IDN008,GPO3,False,,468 PRACTICE AVE,SYNTH CITY,CO,90476,PP1375058,H83232334,0231869518,SITE
SITE00269,Mail Site 269,MAIL,ORG0019,IDN009,GPO4,False,,469 PRACTICE AVE,SYNTH CITY,TX,90483,RG6344257,H01859668,6352361656,SITE
SITE00270,Specialty Site 270,SPECIALTY,ORG0020,IDN000,GPO0,False,,470 PRACTICE AVE,SYNTH CITY,FL,90490,FA7874643,H32961815,1369982099,SITE
SITE00271,Covered Entity 340B Site 271,COVERED_ENTITY_340B,ORG0021,IDN001,GPO1,True,,471 PRACTICE AVE,SYNTH CITY,GA,90497,RB0600941,H63582684,9448687720,SITE
SITE00272,Retail Chain Site 272,RETAIL_CHAIN,ORG0022,IDN002,GPO2,False,,472 PRACTICE AVE,SYNTH CITY,NY,90504,FR6237117,H27595882,9710203941,SITE
SITE00273,Independent Site 273,INDEPENDENT,ORG0023,IDN003,GPO3,False,,473 PRACTICE AVE,SYNTH CITY,NJ,90511,AG2807406,H47674014,3748137130,SITE
SITE00274,Hospital Site 274,HOSPITAL,ORG0024,IDN004,GPO4,False,150.0,474 PRACTICE AVE,SYNTH CITY,MA,90518,MP5889151,H23648267,9270549790,SITE
SITE00275,Clinic Site 275,CLINIC,ORG0025,IDN005,GPO0,False,,475 PRACTICE AVE,SYNTH CITY,PA,90525,PF7050796,H82956763,6684551008,SITE
SITE00276,Ltc Site 276,LTC,ORG0026,IDN006,GPO1,False,,476 PRACTICE AVE,SYNTH CITY,IL,90532,MF8711390,H10496413,5279221746,SITE
SITE00277,Mail Site 277,MAIL,ORG0027,IDN007,GPO2,False,,477 PRACTICE AVE,SYNTH CITY,OH,90539,BB0462046,H32178757,3037699204,SITE
SITE00278,Specialty Site 278,SPECIALTY,ORG0028,IDN008,GPO3,False,,478 PRACTICE AVE,SYNTH CITY,MI,90546,BR8015697,H20659553,0881734889,SITE
SITE00279,Covered Entity 340B Site 279,COVERED_ENTITY_340B,ORG0029,IDN009,GPO4,True,,479 PRACTICE AVE,SYNTH CITY,MN,90553,BF8908450,H66679879,6657054907,SITE
SITE00280,Retail Chain Site 280,RETAIL_CHAIN,ORG0030,IDN000,GPO0,False,,480 PRACTICE AVE,SYNTH CITY,CA,90560,MB8828497,H02421984,2193034636,SITE
SITE00281,Independent Site 281,INDEPENDENT,ORG0031,IDN001,GPO1,False,,481 PRACTICE AVE,SYNTH CITY,OR,90567,RM9363673,H98827119,1843067483,SITE
SITE00282,Hospital Site 282,HOSPITAL,ORG0032,IDN002,GPO2,False,64.0,482 PRACTICE AVE,SYNTH CITY,WA,90574,GF5145546,H52269769,8516628830,SITE
SITE00283,Clinic Site 283,CLINIC,ORG0033,IDN003,GPO3,False,,483 PRACTICE AVE,SYNTH CITY,AZ,90581,GB1232146,H35276908,3061192522,SITE
SITE00284,Ltc Site 284,LTC,ORG0034,IDN004,GPO4,False,,484 PRACTICE AVE,SYNTH CITY,CO,90588,AA0440325,H96912738,4285841613,SITE
SITE00285,Mail Site 285,MAIL,ORG0035,IDN005,GPO0,False,,485 PRACTICE AVE,SYNTH CITY,TX,90595,MF7848119,H54126894,4104514680,SITE
SITE00286,Specialty Site 286,SPECIALTY,ORG0036,IDN006,GPO1,False,,486 PRACTICE AVE,SYNTH CITY,FL,90602,RF3862614,H39082066,1014170785,SITE
SITE00287,Covered Entity 340B Site 287,COVERED_ENTITY_340B,ORG0037,IDN007,GPO2,True,,487 PRACTICE AVE,SYNTH CITY,GA,90609,PR9037377,H93302244,8770472479,SITE
SITE00288,Retail Chain Site 288,RETAIL_CHAIN,ORG0038,IDN008,GPO3,False,,488 PRACTICE AVE,SYNTH CITY,NY,90616,PP4336441,H42587499,4738321825,SITE
SITE00289,Independent Site 289,INDEPENDENT,ORG0039,IDN009,GPO4,False,,489 PRACTICE AVE,SYNTH CITY,NJ,90623,PA5441034,H74226494,5018345053,SITE
SITE00290,Hospital Site 290,HOSPITAL,ORG0040,IDN000,GPO0,False,69.0,490 PRACTICE AVE,SYNTH CITY,MA,90630,BF4157296,H70737822,0674134917,SITE
SITE00291,Clinic Site 291,CLINIC,ORG0041,IDN001,GPO1,False,,491 PRACTICE AVE,SYNTH CITY,PA,90637,FM2893776,H10312652,0247325026,SITE
SITE00292,Ltc Site 292,LTC,ORG0042,IDN002,GPO2,False,,492 PRACTICE AVE,SYNTH CITY,IL,90644,AG4563891,H91250314,8925446949,SITE
SITE00293,Mail Site 293,MAIL,ORG0043,IDN003,GPO3,False,,493 PRACTICE AVE,SYNTH CITY,OH,90651,AR9358549,H85146256,0572570626,SITE
SITE00294,Specialty Site 294,SPECIALTY,ORG0044,IDN004,GPO4,False,,494 PRACTICE AVE,SYNTH CITY,MI,90658,FM0049070,H44407276,5369992537,SITE
SITE00295,Covered Entity 340B Site 295,COVERED_ENTITY_340B,ORG0045,IDN005,GPO0,True,,495 PRACTICE AVE,SYNTH CITY,MN,90665,RR8137731,H16448072,9953219141,SITE
SITE00296,Retail Chain Site 296,RETAIL_CHAIN,ORG0046,IDN006,GPO1,False,,496 PRACTICE AVE,SYNTH CITY,CA,90672,GM8575412,H40344897,0475444515,SITE
SITE00297,Independent Site 297,INDEPENDENT,ORG0047,IDN007,GPO2,False,,497 PRACTICE AVE,SYNTH CITY,OR,90679,GB6853964,H00227595,9537424639,SITE
SITE00298,Hospital Site 298,HOSPITAL,ORG0048,IDN008,GPO3,False,140.0,498 PRACTICE AVE,SYNTH CITY,WA,90686,RF2481948,H77915020,6671368804,SITE
SITE00299,Clinic Site 299,CLINIC,ORG0049,IDN009,GPO4,False,,499 PRACTICE AVE,SYNTH CITY,AZ,90693,FA8181084,H46264230,3511641771,SITE
SITE00300,Ltc Site 300,LTC,ORG0000,IDN000,GPO0,False,,500 PRACTICE AVE,SYNTH CITY,CO,90700,AB3708318,H01954666,0528518224,SITE
SITE00301,Mail Site 301,MAIL,ORG0001,IDN001,GPO1,False,,501 PRACTICE AVE,SYNTH CITY,TX,90707,RP8691523,H22496345,2562575250,SITE
SITE00302,Specialty Site 302,SPECIALTY,ORG0002,IDN002,GPO2,False,,502 PRACTICE AVE,SYNTH CITY,FL,90714,PB5633835,H19576337,8188116833,SITE
SITE00303,Covered Entity 340B Site 303,COVERED_ENTITY_340B,ORG0003,IDN003,GPO3,True,,503 PRACTICE AVE,SYNTH CITY,GA,90721,MR3292445,H26624029,5687774625,SITE
SITE00304,Retail Chain Site 304,RETAIL_CHAIN,ORG0004,IDN004,GPO4,False,,504 PRACTICE AVE,SYNTH CITY,NY,90728,RB8817953,H85126427,1240399836,SITE
SITE00305,Independent Site 305,INDEPENDENT,ORG0005,IDN005,GPO0,False,,505 PRACTICE AVE,SYNTH CITY,NJ,90735,AP3716591,H49361725,8641382642,SITE
SITE00306,Hospital Site 306,HOSPITAL,ORG0006,IDN006,GPO1,False,64.0,506 PRACTICE AVE,SYNTH CITY,MA,90742,PF2578667,H22466173,8796513835,SITE
SITE00307,Clinic Site 307,CLINIC,ORG0007,IDN007,GPO2,False,,507 PRACTICE AVE,SYNTH CITY,PA,90749,AB5699558,H05478666,5227628968,SITE
SITE00308,Ltc Site 308,LTC,ORG0008,IDN008,GPO3,False,,508 PRACTICE AVE,SYNTH CITY,IL,90756,BR2485203,H67217104,5222300308,SITE
SITE00309,Mail Site 309,MAIL,ORG0009,IDN009,GPO4,False,,509 PRACTICE AVE,SYNTH CITY,OH,90763,FM0665680,H13689544,0452783919,SITE
SITE00310,Specialty Site 310,SPECIALTY,ORG0010,IDN000,GPO0,False,,510 PRACTICE AVE,SYNTH CITY,MI,90770,RP2637123,H13665129,2140382740,SITE
SITE00311,Covered Entity 340B Site 311,COVERED_ENTITY_340B,ORG0011,IDN001,GPO1,True,,511 PRACTICE AVE,SYNTH CITY,MN,90777,FM5329194,H93563256,2761906462,SITE
SITE00312,Retail Chain Site 312,RETAIL_CHAIN,ORG0012,IDN002,GPO2,False,,512 PRACTICE AVE,SYNTH CITY,CA,90784,PM6878422,H65029771,0285744690,SITE
SITE00313,Independent Site 313,INDEPENDENT,ORG0013,IDN003,GPO3,False,,513 PRACTICE AVE,SYNTH CITY,OR,90791,GM9385846,H36367443,7550108808,SITE
SITE00314,Hospital Site 314,HOSPITAL,ORG0014,IDN004,GPO4,False,9.0,514 PRACTICE AVE,SYNTH CITY,WA,90798,PG3621387,H15897122,1135342198,SITE
SITE00315,Clinic Site 315,CLINIC,ORG0015,IDN005,GPO0,False,,515 PRACTICE AVE,SYNTH CITY,AZ,90805,MB8891698,H28445715,8520575969,SITE
SITE00316,Ltc Site 316,LTC,ORG0016,IDN006,GPO1,False,,516 PRACTICE AVE,SYNTH CITY,CO,90812,GA5171934,H12925960,3322532433,SITE
SITE00317,Mail Site 317,MAIL,ORG0017,IDN007,GPO2,False,,517 PRACTICE AVE,SYNTH CITY,TX,90819,BG9559623,H44113978,1454430897,SITE
SITE00318,Specialty Site 318,SPECIALTY,ORG0018,IDN008,GPO3,False,,518 PRACTICE AVE,SYNTH CITY,FL,90826,AF5794798,H28407834,3190506964,SITE
SITE00319,Covered Entity 340B Site 319,COVERED_ENTITY_340B,ORG0019,IDN009,GPO4,True,,519 PRACTICE AVE,SYNTH CITY,GA,90833,MP9825826,H08678248,1825568318,SITE
SITE00320,Retail Chain Site 320,RETAIL_CHAIN,ORG0020,IDN000,GPO0,False,,520 PRACTICE AVE,SYNTH CITY,NY,90840,FM7739010,H91687904,5665314253,SITE
SITE00321,Independent Site 321,INDEPENDENT,ORG0021,IDN001,GPO1,False,,521 PRACTICE AVE,SYNTH CITY,NJ,90847,PG5064127,H95912916,2343895506,SITE
SITE00322,Hospital Site 322,HOSPITAL,ORG0022,IDN002,GPO2,False,46.0,522 PRACTICE AVE,SYNTH CITY,MA,90854,AP2387605,H53792338,0874587203,SITE
SITE00323,Clinic Site 323,CLINIC,ORG0023,IDN003,GPO3,False,,523 PRACTICE AVE,SYNTH CITY,PA,90861,MB0946210,H30435534,0399495189,SITE
SITE00324,Ltc Site 324,LTC,ORG0024,IDN004,GPO4,False,,524 PRACTICE AVE,SYNTH CITY,IL,90868,FM6375327,H21836786,7890718027,SITE
SITE00325,Mail Site 325,MAIL,ORG0025,IDN005,GPO0,False,,525 PRACTICE AVE,SYNTH CITY,OH,90875,BM0059546,H53502630,1830754838,SITE
SITE00326,Specialty Site 326,SPECIALTY,ORG0026,IDN006,GPO1,False,,526 PRACTICE AVE,SYNTH CITY,MI,90882,MP6267116,H18196423,7725926183,SITE
SITE00327,Covered Entity 340B Site 327,COVERED_ENTITY_340B,ORG0027,IDN007,GPO2,True,,527 PRACTICE AVE,SYNTH CITY,MN,90889,BF4316090,H39107084,8219793451,SITE
SITE00328,Retail Chain Site 328,RETAIL_CHAIN,ORG0028,IDN008,GPO3,False,,528 PRACTICE AVE,SYNTH CITY,CA,90896,GB3603201,H41358041,4474910039,SITE
SITE00329,Independent Site 329,INDEPENDENT,ORG0029,IDN009,GPO4,False,,529 PRACTICE AVE,SYNTH CITY,OR,90903,BA2980924,H34775671,3174652198,SITE
SITE00330,Hospital Site 330,HOSPITAL,ORG0030,IDN000,GPO0,False,58.0,530 PRACTICE AVE,SYNTH CITY,WA,90910,AF9294860,H54251680,4603208479,SITE
SITE00331,Clinic Site 331,CLINIC,ORG0031,IDN001,GPO1,False,,531 PRACTICE AVE,SYNTH CITY,AZ,90917,MR9634845,H19635418,8832073885,SITE
SITE00332,Ltc Site 332,LTC,ORG0032,IDN002,GPO2,False,,532 PRACTICE AVE,SYNTH CITY,CO,90924,AR1449685,H88843979,5977157796,SITE
SITE00333,Mail Site 333,MAIL,ORG0033,IDN003,GPO3,False,,533 PRACTICE AVE,SYNTH CITY,TX,90931,FF9913917,H11765835,6736458368,SITE
SITE00334,Specialty Site 334,SPECIALTY,ORG0034,IDN004,GPO4,False,,534 PRACTICE AVE,SYNTH CITY,FL,90938,RP9529623,H28075067,7531036094,SITE
SITE00335,Covered Entity 340B Site 335,COVERED_ENTITY_340B,ORG0035,IDN005,GPO0,True,,535 PRACTICE AVE,SYNTH CITY,GA,90945,MF9192349,H29326631,3500904735,SITE
SITE00336,Retail Chain Site 336,RETAIL_CHAIN,ORG0036,IDN006,GPO1,False,,536 PRACTICE AVE,SYNTH CITY,NY,90952,GA7688303,H15196297,4135727228,SITE
SITE00337,Independent Site 337,INDEPENDENT,ORG0037,IDN007,GPO2,False,,537 PRACTICE AVE,SYNTH CITY,NJ,90959,GB4327367,H62822836,0687582300,SITE
SITE00338,Hospital Site 338,HOSPITAL,ORG0038,IDN008,GPO3,False,139.0,538 PRACTICE AVE,SYNTH CITY,MA,90966,PP7167249,H47566679,2965346325,SITE
SITE00339,Clinic Site 339,CLINIC,ORG0039,IDN009,GPO4,False,,539 PRACTICE AVE,SYNTH CITY,PA,90973,PF6008179,H48492437,0803514989,SITE
