interchange_control_number,group_control_number,transaction_set_control_number,report_id,report_date,report_purpose_code,line_number,transfer_type_code,ndc11,product_id,quantity,quantity_uom,unit_price_wac,ship_date,invoice_number,shipto_dea,shipto_hin,shipto_340b_id,shipto_name,shipto_address,shipto_city,shipto_state,shipto_zip,class_of_trade,wholesaler_id,is_return,delivery_delay_days
202403150039,1,0001,RPT20240315,2024-03-15,00,9207,SR,10006001101,PRD007,20.3822,EA,776.7633284676746,2024-03-15,INV3838139,BG0319011,H15392566,340BSITE00039,Covered Entity 340B Site 39,239 PRACTICE AVE,SYNTH CITY,GA,90273,COVERED_ENTITY_340B,WHL_A,False,0
202403150040,1,0001,RPT20240315,2024-03-15,00,9022,RE,10000001101,PRD001,-98.8019,PK,1870.9352488708007,2024-03-15,INV1201182,RA3104244,H69833715,,Retail Chain Site 40,240 PRACTICE AVE,SYNTH CITY,NY,90280,RETAIL_CHAIN,WHL_B,True,0
202403150041,1,0001,RPT20240315,2024-03-15,00,93,SR,10006001101,PRD007,5.2984,EA,1385.8057514254224,2024-03-15,INV1073864,GP2779179,H71815455,,Independent Site 41,241 PRACTICE AVE,SYNTH CITY,NJ,90287,INDEPENDENT,WHL_A,False,0
202403150042,1,0001,RPT20240315,2024-03-15,00,9651,SR,10004001101,PRD005,37.5794,EA,922.7813202888009,2024-03-15,INV5721069,RF9075227,H66059044,,Hospital Site 42,242 PRACTICE AVE,SYNTH CITY,MA,90294,HOSPITAL,WHL_A,False,0
202403150043,1,0001,RPT20240315,2024-03-15,00,9117,SR,10002001101,PRD003,46.5827,EA,2471.1790501575615,2024-03-15,INV5273050,PP9446187,H63346769,,Clinic Site 43,243 PRACTICE AVE,SYNTH CITY,PA,90301,CLINIC,WHL_A,False,0
202403150044,1,0001,RPT20240315,2024-03-15,00,5099,SR,10006001101,PRD007,11.1591,EA,2408.496019612534,2024-03-15,INV4090589,AP4452573,H13136172,,Ltc Site 44,244 PRACTICE AVE,SYNTH CITY,IL,90308,LTC,WHL_A,False,0
202403150045,1,0001,RPT20240315,2024-03-15,00,2589,SR,10002001101,PRD003,15.4766,EA,2241.4444728051,2024-03-15,INV1249941,BB3235187,H71781737,,Mail Site 45,245 PRACTICE AVE,SYNTH CITY,OH,90315,MAIL,WHL_A,False,0
202403150046,1,0001,RPT20240315,2024-03-15,00,1595,SR,10000001101,PRD001,23.3976,EA,2850.948145435844,2024-03-15,INV3068462,MG8710442,H75718244,,Specialty Site 46,246 PRACTICE AVE,SYNTH CITY,MI,90322,SPECIALTY,WHL_A,False,0
202403150047,1,0001,RPT20240315,2024-03-15,00,7705,SR,10004001101,PRD005,96.5077,EA,662.8583950117979,2024-03-15,INV4991742,FF7297131,H23104738,340BSITE00047,Covered Entity 340B Site 47,247 PRACTICE AVE,SYNTH CITY,MN,90329,COVERED_ENTITY_340B,WHL_A,False,0
202403150049,1,0001,RPT20240315,2024-03-15,00,989,SR,10000001101,PRD001,53.684,EA,2912.4210306784603,2024-03-15,INV4695357,GG7568917,H21708796,,Independent Site 49,249 PRACTICE AVE,SYNTH CITY,OR,90343,INDEPENDENT,WHL_A,False,0
202403150052,1,0001,RPT20240315,2024-03-15,00,6053,SR,10006001101,PRD007,4.8697,EA,2341.751462195541,2024-03-15,INV1293783,BP7675378,H82605539,,Ltc Site 52,252 PRACTICE AVE,SYNTH CITY,CO,90364,LTC,WHL_A,False,0
202403150053,1,0001,RPT20240315,2024-03-15,00,2215,SR,10003001101,PRD004,43.2569,EA,2303.3974261311946,2024-03-15,INV5027391,AA3371321,H11544478,,Mail Site 53,253 PRACTICE AVE,SYNTH CITY,TX,90371,MAIL,WHL_A,False,0
202403150054,1,0001,RPT20240315,2024-03-15,00,2094,SR,10003001101,PRD004,15.7056,EA,726.9994933111924,2024-03-15,INV3948112,FB9029707,H90441211,,Specialty Site 54,254 PRACTICE AVE,SYNTH CITY,FL,90378,SPECIALTY,WHL_A,False,0
202403150057,1,0001,RPT20240315,2024-03-15,00,673,SR,10003001101,PRD004,5.5219,EA,755.0511439183242,2024-03-15,INV3385194,RA7940815,H97081762,,Independent Site 57,257 PRACTICE AVE,SYNTH CITY,NJ,90399,INDEPENDENT,WHL_A,False,0
202403150058,1,0001,RPT20240315,2024-03-15,00,8848,SR,10003001101,PRD004,4.763,EA,2359.4567099445053,2024-03-15,INV7098369,RF8799727,H72625713,,Hospital Site 58,258 PRACTICE AVE,SYNTH CITY,MA,90406,HOSPITAL,WHL_A,False,0
202403290000,1,0001,RPT20240329,2024-03-29,00,4809,SR,10003001101,PRD004,11.3158,PK,2429.3469285919136,2024-03-29,INV8702661,PF8417070,H26941287,,Retail Chain Site 0,200 PRACTICE AVE,SYNTH CITY,CA,90000,RETAIL_CHAIN,WHL_B,False,0
202403290003,1,0001,RPT20240329,2024-03-29,00,1345,SR,10003001101,PRD004,8.1498,EA,1873.5625769318078,2024-03-29,INV5997115,BR0311903,H96049455,,Clinic Site 3,203 PRACTICE AVE,SYNTH CITY,AZ,90021,CLINIC,WHL_A,False,0
202403290004,1,0001,RPT20240329,2024-03-29,00,6630,SR,10003001101,PRD004,24.7586,EA,1431.5656552431933,2024-03-29,INV2500537,GP1896350,H93076607,,Ltc Site 4,204 PRACTICE AVE,SYNTH CITY,CO,90028,LTC,WHL_A,False,0
202403290006,1,0001,RPT20240329,2024-03-29,00,4341,SR,10006001101,PRD007,33.1358,EA,2038.301476654965,2024-03-29,INV7602947,GF6650469,H53510698,,Specialty Site 6,206 PRACTICE AVE,SYNTH CITY,FL,90042,SPECIALTY,WHL_A,False,0
202403290007,1,0001,RPT20240329,2024-03-29,00,9619,SR,10004001101,PRD005,45.5623,EA,2371.721106357908,2024-03-29,INV5162720,RG5761339,H73773485,340BSITE00007,Covered Entity 340B Site 7,207 PRACTICE AVE,SYNTH CITY,GA,90049,COVERED_ENTITY_340B,WHL_A,False,0
202403290009,1,0001,RPT20240329,2024-03-29,00,7742,SR,10004001101,PRD005,110.3018,EA,1767.4170977204071,2024-03-29,INV1396169,RP2961182,H71222699,,Independent Site 9,209 PRACTICE AVE,SYNTH CITY,NJ,90063,INDEPENDENT,WHL_A,False,0
202403290010,1,0001,RPT20240329,2024-03-29,00,3026,SR,10000001101,PRD001,13.5257,PK,1404.3206875488572,2024-03-29,INV2930172,PB3603795,H34650547,,Hospital Site 10,210 PRACTICE AVE,SYNTH CITY,MA,90070,HOSPITAL,WHL_B,False,0
202403290011,1,0001,RPT20240329,2024-03-29,00,7003,SR,10001001101,PRD002,42.0925,EA,2129.4478301261333,2024-03-29,INV6165097,FF8574468,H38249993,,Clinic Site 11,211 PRACTICE AVE,SYNTH CITY,PA,90077,CLINIC,WHL_A,False,0
202403290012,1,0001,RPT20240329,2024-03-29,00,8002,SR,10006001101,PRD007,63.1259,EA,1443.2496796646933,2024-03-29,INV2411480,AG6462666,H23245342,,Ltc Site 12,212 PRACTICE AVE,SYNTH CITY,IL,90084,LTC,WHL_A,False,0
202403290013,1,0001,RPT20240329,2024-03-29,00,4852,SR,10003001101,PRD004,3.0917,EA,1594.548527316532,2024-03-29,INV7436748,AF4718216,H76113492,,Mail Site 13,213 PRACTICE AVE,SYNTH CITY,OH,90091,MAIL,WHL_A,False,0
202403290015,1,0001,RPT20240329,2024-03-29,00,1277,SR,10001001101,PRD002,6.192,EA,1770.9541422687087,2024-03-29,INV6894746,FM7609090,H51067193,340BSITE00015,Covered Entity 340B Site 15,215 PRACTICE AVE,SYNTH CITY,MN,90105,COVERED_ENTITY_340B,WHL_A,False,0
202403290016,1,0001,RPT20240329,2024-03-29,00,8604,SR,10001001101,PRD002,25.6356,EA,2547.154101334675,2024-03-29,INV3132102,PF3768989,H43327781,,Retail Chain Site 16,216 PRACTICE AVE,SYNTH CITY,CA,90112,RETAIL_CHAIN,WHL_A,False,0
202403290018,1,0001,RPT20240329,2024-03-29,00,4883,SR,10006001101,PRD007,39.7473,EA,1928.3672265987589,2024-03-29,INV5956435,PG5480043,H57523725,,Hospital Site 18,218 PRACTICE AVE,SYNTH CITY,WA,90126,HOSPITAL,WHL_A,False,0
202403290019,1,0001,RPT20240329,2024-03-29,00,1132,SR,10000001101,PRD001,9.0824,EA,1327.5994332854493,2024-03-29,INV4295989,BM7917031,H11080369,,Clinic Site 19,219 PRACTICE AVE,SYNTH CITY,AZ,90133,CLINIC,WHL_A,False,0
202403290020,1,0001,RPT20240329,2024-03-29,00,1939,SR,10004001101,PRD005,78.5611,PK,2269.6725878340694,2024-03-29,INV8455996,RR9984162,H46922705,,Ltc Site 20,220 PRACTICE AVE,SYNTH CITY,CO,90140,LTC,WHL_B,False,0
202403290022,1,0001,RPT20240329,2024-03-29,00,4272,SR,10002001101,PRD003,8.3831,EA,2034.6726155796039,2024-03-29,INV5006458,MP0300258,H76718804,,Specialty Site 22,222 PRACTICE AVE,SYNTH CITY,FL,90154,SPECIALTY,WHL_A,False,0
202403290024,1,0001,RPT20240329,2024-03-29,00,7917,SR,10000001101,PRD001,14.9015,EA,2385.129249542883,2024-03-29,INV5858740,FF2964288,H09607101,,Retail Chain Site 24,224 PRACTICE AVE,SYNTH CITY,NY,90168,RETAIL_CHAIN,WHL_A,False,0
202403290026,1,0001,RPT20240329,2024-03-29,00,5615,SR,10006001101,PRD007,14.0697,EA,625.4245031841497,2024-03-29,INV1615517,RF8375416,H32191780,,Hospital Site 26,226 PRACTICE AVE,SYNTH CITY,MA,90182,HOSPITAL,WHL_A,False,0
202403290029,1,0001,RPT20240329,2024-03-29,00,7,SR,10000001101,PRD001,16.187,EA,876.1934328226698,2024-03-29,INV4538681,PF1995906,H09695003,,Mail Site 29,229 PRACTICE AVE,SYNTH CITY,OH,90203,MAIL,WHL_A,False,0
202403290030,1,0001,RPT20240329,2024-03-29,00,7736,SR,10006001101,PRD007,11.9865,PK,2462.3815108147637,2024-03-29,INV6379942,GP9388938,H50261471,,Specialty Site 30,230 PRACTICE AVE,SYNTH CITY,MI,90210,SPECIALTY,WHL_B,False,0
202403290031,1,0001,RPT20240329,2024-03-29,00,4507,SR,10000001101,PRD001,9.1074,EA,1546.4958372357062,2024-03-29,INV4455658,PB9598531,H13854256,340BSITE00031,Covered Entity 340B Site 31,231 PRACTICE AVE,SYNTH CITY,MN,90217,COVERED_ENTITY_340B,WHL_A,False,0
202403290032,1,0001,RPT20240329,2024-03-29,00,2886,SR,10004001101,PRD005,13.6768,EA,832.2619872596701,2024-03-29,INV1438079,AA8728027,H37800955,,Retail Chain Site 32,232 PRACTICE AVE,SYNTH CITY,CA,90224,RETAIL_CHAIN,WHL_A,False,0
202403290035,1,0001,RPT20240329,2024-03-29,00,853,SR,10003001101,PRD004,13.9863,EA,2775.603850426387,2024-03-29,INV3957644,RF0397891,H20089175,,Clinic Site 35,235 PRACTICE AVE,SYNTH CITY,AZ,90245,CLINIC,WHL_A,False,0
202403290036,1,0001,RPT20240329,2024-03-29,00,3584,SR,10003001101,PRD004,11.0423,EA,615.7697602826971,2024-03-29,INV8853501,AB9237152,H19106817,,Ltc Site 36,236 PRACTICE AVE,SYNTH CITY,CO,90252,LTC,WHL_A,False,0
202403290040,1,0001,RPT20240329,2024-03-29,00,7825,RE,10004001101,PRD005,-32.205,PK,1824.991492108162,2024-03-29,INV5484568,RA3104244,H69833715,,Retail Chain Site 40,240 PRACTICE AVE,SYNTH CITY,NY,90280,RETAIL_CHAIN,WHL_B,True,0
202403290041,1,0001,RPT20240329,2024-03-29,00,793,SR,10002001101,PRD003,21.585,EA,2524.262420980877,2024-03-29,INV1486393,GP2779179,H71815455,,Independent Site 41,241 PRACTICE AVE,SYNTH CITY,NJ,90287,INDEPENDENT,WHL_A,False,0
202403290043,1,0001,RPT20240329,2024-03-29,00,4735,SR,10005001101,PRD006,14.6511,EA,868.9924283198518,2024-03-29,INV7293885,PP9446187,H63346769,,Clinic Site 43,243 PRACTICE AVE,SYNTH CITY,PA,90301,CLINIC,WHL_A,False,0
202403290044,1,0001,RPT20240329,2024-03-29,00,5191,SR,10005001101,PRD006,65.4288,EA,2344.4268493382197,2024-03-29,INV5704003,AP4452573,H13136172,,Ltc Site 44,244 PRACTICE AVE,SYNTH CITY,IL,90308,LTC,WHL_A,False,0
202403290045,1,0001,RPT20240329,2024-03-29,00,9340,SR,10004001101,PRD005,19.7418,EA,2795.4571516410215,2024-03-29,INV1141836,BB3235187,H71781737,,Mail Site 45,245 PRACTICE AVE,SYNTH CITY,OH,90315,MAIL,WHL_A,False,0
202403290047,1,0001,RPT20240329,2024-03-29,00,2419,SR,10002001101,PRD003,7.9458,EA,787.6862990029156,2024-03-29,INV7958812,FF7297131,H23104738,340BSITE00047,Covered Entity 340B Site 47,247 PRACTICE AVE,SYNTH CITY,MN,90329,COVERED_ENTITY_340B,WHL_A,False,0
202403290049,1,0001,RPT20240329,2024-03-29,00,6190,SR,10000001101,PRD001,35.5791,EA,1081.4725234456478,2024-03-29,INV3301774,GG7568917,H21708796,,Independent Site 49,249 PRACTICE AVE,SYNTH CITY,OR,90343,INDEPENDENT,WHL_A,False,0
202403290050,1,0001,RPT20240329,2024-03-29,00,7635,SR,10004001101,PRD005,12.5883,PK,1410.4018672731981,2024-03-29,INV3851234,MM9439562,H21217069,,Hospital Site 50,250 PRACTICE AVE,SYNTH CITY,WA,90350,HOSPITAL,WHL_B,False,0
202403290051,1,0001,RPT20240329,2024-03-29,00,8774,SR,10005001101,PRD006,11.2489,EA,1796.6401569358375,2024-03-29,INV7629412,BB8929971,H26984292,,Clinic Site 51,251 PRACTICE AVE,SYNTH CITY,AZ,90357,CLINIC,WHL_A,False,0
202403290052,1,0001,RPT20240329,2024-03-29,00,565,SR,10001001101,PRD002,49.0343,EA,2613.8351191521588,2024-03-29,INV6173933,BP7675378,H82605539,,Ltc Site 52,252 PRACTICE AVE,SYNTH CITY,CO,90364,LTC,WHL_A,False,0
202403290054,1,0001,RPT20240329,2024-03-29,00,2781,SR,10001001101,PRD002,15.7811,EA,2974.7885613906733,2024-03-29,INV3638643,FB9029707,H90441211,,Specialty Site 54,254 PRACTICE AVE,SYNTH CITY,FL,90378,SPECIALTY,WHL_A,False,0
202403290055,1,0001,RPT20240329,2024-03-29,00,7275,RE,10005001101,PRD006,-5.5848,EA,2750.951602022005,2024-03-29,INV7917634,PM2621221,H09549248,340BSITE00055,Covered Entity 340B Site 55,255 PRACTICE AVE,SYNTH CITY,GA,90385,COVERED_ENTITY_340B,WHL_A,True,0
202403290057,1,0001,RPT20240329,2024-03-29,00,1544,SR,10006001101,PRD007,115.4717,EA,2083.859699381079,2024-03-29,INV7209267,RA7940815,H97081762,,Independent Site 57,257 PRACTICE AVE,SYNTH CITY,NJ,90399,INDEPENDENT,WHL_A,False,0
202403290058,1,0001,RPT20240329,2024-03-29,00,6300,SR,10003001101,PRD004,57.9948,EA,1960.073006974468,2024-03-29,INV5687291,RF8799727,H72625713,,Hospital Site 58,258 PRACTICE AVE,SYNTH CITY,MA,90406,HOSPITAL,WHL_A,False,0
